Position,E2_0min_1,E2_0min_2,E2_40min_1,E2_40min_2
200,2.269911842,1.846267562,2.034471964,1.901099407
210,2.258795923,1.836824546,2.021233566,1.89055691
220,2.240663938,1.822573172,2.003395696,1.876179109
230,2.225774096,1.809956165,1.990597965,1.864131852
240,2.207710727,1.793415096,1.974724739,1.851479021
250,2.187451622,1.77471066,1.957318357,1.838156387
260,2.163538673,1.755690404,1.939866071,1.824659422
270,2.135937571,1.735564779,1.9216977,1.807813448
280,2.104545392,1.713591607,1.90181256,1.788196512
290,2.06991107,1.687891759,1.87923751,1.765992123
300,2.037060785,1.662531418,1.85713067,1.745136513
310,2.006045998,1.63737636,1.835776637,1.725804014
320,1.975888922,1.613026643,1.813054697,1.706196254
330,1.945611766,1.589663863,1.790268494,1.686909632
340,1.914974371,1.565898413,1.767564916,1.666081549
350,1.887922204,1.545243789,1.747872568,1.649290626
360,1.861573359,1.526239324,1.72942878,1.632701562
370,1.837403097,1.510148299,1.711076797,1.616974983
380,1.812134966,1.492486069,1.692715634,1.599404154
390,1.787758853,1.475416001,1.67450136,1.582925195
400,1.764583534,1.459285498,1.658031397,1.567418824
410,1.742197308,1.444441961,1.641846031,1.552554729
420,1.72082318,1.430040571,1.625633124,1.537617231
430,1.700787079,1.416720866,1.611485848,1.523459639
440,1.684782214,1.4049092,1.598128102,1.511687643
450,1.668314186,1.394337128,1.586367777,1.501163496
460,1.650473822,1.383583459,1.570981122,1.489162116
470,1.629614319,1.372964013,1.556402358,1.476995579
480,1.612099885,1.362628806,1.541942942,1.464893269
490,1.596866959,1.352846283,1.531541344,1.454451701
500,1.583932695,1.345132381,1.524288684,1.445698401
510,1.569471708,1.336344692,1.516439287,1.436578086
520,1.55545673,1.326530587,1.509241711,1.42831108
530,1.540652659,1.315595322,1.499657184,1.418979731
540,1.527598315,1.305883859,1.490476602,1.410969636
550,1.51416658,1.297759391,1.478991694,1.402647577
560,1.501198008,1.288924328,1.466671354,1.393628191
570,1.488075048,1.280057683,1.45446118,1.385186853
580,1.474214457,1.271167352,1.442737578,1.378461309
590,1.465808901,1.264748312,1.434438332,1.375947259
600,1.453560805,1.255818503,1.425358737,1.370414512
610,1.446184501,1.247622976,1.418730357,1.365257956
620,1.433627629,1.238930032,1.410688167,1.358147046
630,1.424947606,1.233505825,1.403986343,1.352329863
640,1.414089,1.227599992,1.398018965,1.347228359
650,1.405803523,1.221749427,1.393548022,1.342851709
660,1.396831879,1.216333115,1.389912511,1.340337658
670,1.387448533,1.212559067,1.385340582,1.336263795
680,1.37876851,1.209479823,1.380493235,1.332823032
690,1.371752444,1.206826935,1.376866905,1.32928134
700,1.36650326,1.203834541,1.375434734,1.328161946
710,1.360876684,1.200786879,1.37458094,1.325813052
720,1.358475096,1.199342003,1.375866221,1.325510264
730,1.357034144,1.199034078,1.376325251,1.322372289
740,1.356262205,1.199073556,1.376251806,1.319885764
750,1.353843463,1.198710363,1.374287161,1.316206442
760,1.351887885,1.197660262,1.372258253,1.314591577
770,1.348028191,1.196073266,1.368751271,1.311939896
780,1.345283519,1.192662411,1.365712498,1.309719457
790,1.340566115,1.190301657,1.361516972,1.307471492
800,1.334270526,1.18663025,1.35736735,1.303397629
810,1.326962838,1.183551006,1.350683886,1.29804839
820,1.32190235,1.178379454,1.343835172,1.291763263
830,1.318454357,1.172615741,1.337050722,1.287771979
840,1.313857032,1.166725699,1.330477426,1.284010078
850,1.307355592,1.161104104,1.322756557,1.279642603
860,1.299807746,1.15525354,1.314145171,1.273128092
870,1.288966294,1.147958099,1.30591937,1.265558414
880,1.275054241,1.138799321,1.297583402,1.257117076
890,1.261896972,1.129585274,1.289045461,1.250575039
900,1.251947539,1.121176568,1.280709493,1.244877136
910,1.242752889,1.114425917,1.273429292,1.240326154
920,1.233266619,1.107880549,1.264441503,1.232563793
930,1.223454419,1.101374658,1.255270102,1.223755441
940,1.214328387,1.09474244,1.246236409,1.214332339
950,1.205133737,1.087897042,1.239837544,1.206478224
960,1.198803839,1.082346507,1.233053094,1.201110634
970,1.192851333,1.078217161,1.227122438,1.196440372
980,1.186452818,1.075327409,1.221742618,1.192513315
990,1.181375176,1.073574608,1.219823876,1.189568022
1000,1.174187568,1.068071446,1.215481461,1.183622384
1010,1.168320833,1.063010431,1.210918712,1.178034585
1020,1.15972658,1.057688865,1.204483124,1.171189761
1030,1.156467283,1.056915107,1.200361043,1.168427976
1040,1.153465299,1.057144076,1.19731309,1.166225888
1050,1.149554142,1.055793946,1.193714302,1.162519039
1060,1.142795389,1.051901465,1.189335165,1.155894424
1070,1.135762168,1.046216706,1.182798591,1.14768247
1080,1.129552349,1.040050322,1.177804354,1.141718482
1090,1.122450512,1.033923415,1.174150483,1.137993282
1100,1.117458641,1.029415086,1.173370133,1.135855422
1110,1.11172914,1.026217409,1.172038949,1.133717561
1120,1.1056394,1.022861822,1.169459206,1.129854732
1130,1.098366021,1.017745539,1.165327944,1.125579011
1140,1.093837313,1.013031926,1.160407152,1.119734302
1150,1.090989717,1.009992159,1.156129001,1.114504342
1160,1.088502358,1.008452537,1.152043642,1.109503767
1170,1.085517528,1.005428561,1.148802897,1.104934434
1180,1.08270424,1.001741364,1.145084761,1.100410978
1190,1.079444943,0.997067228,1.141733849,1.095896697
1200,1.075413707,0.992622063,1.138841966,1.092006341
1210,1.071862788,0.988469031,1.137749477,1.089776727
1220,1.067402697,0.984631818,1.137382253,1.089024347
1230,1.063388615,0.982263169,1.137400615,1.089088575
1240,1.060060701,0.981694693,1.136556001,1.08973085
1250,1.058808445,0.982065781,1.134031341,1.088932593
1260,1.056921483,0.980913039,1.129844996,1.086969065
1270,1.057024408,0.978575971,1.125979971,1.084748626
1280,1.058499669,0.9772969,1.12407041,1.084491716
1290,1.060283706,0.977075826,1.122821851,1.085115641
1300,1.059837697,0.976317859,1.121977238,1.08584967
1310,1.057899272,0.973743926,1.119920787,1.085537708
1320,1.053833728,0.968927672,1.116377083,1.084510066
1330,1.048292923,0.963685061,1.11128186,1.082583239
1340,1.043849986,0.959610984,1.106682389,1.081739105
1350,1.044090145,0.958687211,1.103909853,1.082867676
1360,1.046594657,0.959184627,1.101577985,1.08422563
1370,1.049390791,0.959468865,1.09929202,1.084014597
1380,1.05069451,0.959674148,1.0961339,1.08135374
1390,1.051569374,0.960155773,1.095794219,1.079078249
1400,1.048361539,0.957771333,1.092691182,1.072664667
1410,1.043215281,0.953563032,1.089863563,1.066287787
1420,1.036953999,0.948154616,1.084079797,1.059764101
1430,1.031327423,0.944325299,1.0803433,1.05612148
1440,1.022887558,0.940022252,1.076441553,1.052047617
1450,1.013435596,0.934369075,1.07245718,1.04663415
1460,1.004120868,0.929000136,1.067664917,1.042468533
1470,0.997756661,0.925534013,1.063854975,1.039972833
1480,0.996418634,0.924949746,1.062496249,1.039908606
1490,0.997808124,0.92596037,1.063102168,1.040229744
1500,0.998768759,0.925794564,1.063588739,1.039816852
1510,0.994291513,0.923291691,1.06267068,1.037541361
1520,0.989882885,0.919683448,1.061541469,1.034972258
1530,0.987052443,0.917283217,1.061624094,1.033660181
1540,0.989008021,0.91622522,1.061725081,1.033926266
1550,0.992198701,0.915798863,1.061972956,1.035293396
1560,0.995646695,0.915301447,1.061064079,1.037623939
1570,0.997396423,0.914164495,1.06108244,1.040431602
1580,0.997413577,0.913548646,1.062110665,1.04200059
1590,0.998374212,0.912593291,1.063790711,1.041826258
1600,1.00098165,0.912845947,1.063992684,1.03988108
1610,1.004258101,0.913738138,1.063662183,1.038211163
1620,1.006265142,0.913817093,1.061027356,1.035109889
1630,1.006385222,0.91320914,1.058704669,1.031733354
1640,1.004275255,0.910801013,1.054977353,1.026576797
1650,1.001393351,0.908685019,1.05225072,1.022126744
1660,0.998339904,0.905739998,1.048606029,1.016961012
1670,0.995440844,0.901792249,1.043419001,1.012501784
1680,0.991769847,0.89840508,1.037341456,1.007528735
1690,0.987069597,0.894623136,1.031484245,1.003665905
1700,0.980997011,0.891646533,1.027059204,1.000362773
1710,0.972831614,0.887761948,1.023781737,0.997243148
1720,0.966107169,0.885361717,1.021321341,0.993738157
1730,0.962075933,0.883308887,1.019127182,0.991224107
1740,0.96096091,0.88193507,1.015675283,0.988655004
1750,0.95809616,0.879811181,1.011507299,0.987719117
1760,0.95392769,0.876605609,1.007541288,0.986746528
1770,0.950342463,0.872760501,1.004594321,0.986140953
1780,0.946654311,0.869578615,1.003685444,0.98456279
1790,0.943120546,0.868117948,1.004309723,0.984232477
1800,0.935349696,0.86427284,1.001711619,0.981516568
1810,0.925417416,0.858967065,0.995753421,0.976488467
1820,0.915107744,0.852516443,0.9881519,0.969515188
1830,0.908709229,0.849674064,0.984112444,0.965046784
1840,0.903785975,0.848766081,0.983130122,0.963156658
1850,0.899891972,0.848205501,0.9824783,0.961615197
1860,0.898519637,0.848394993,0.983286191,0.961495917
1870,0.900886916,0.84834762,0.983625873,0.962661188
1880,0.904386372,0.849042424,0.984314417,0.963615427
1890,0.9065478,0.849681959,0.984378681,0.964009967
1900,0.908846463,0.851063671,0.984865251,0.963954915
1910,0.912465998,0.853432321,0.986095449,0.964312755
1920,0.916360001,0.856037835,0.987876482,0.965101836
1930,0.919482064,0.859527646,0.989281111,0.965900093
1940,0.92212381,0.862164742,0.991539534,0.968570125
1950,0.924645477,0.863791215,0.992466773,0.970487777
1960,0.927544536,0.863933334,0.994917988,0.973469771
1970,0.930546521,0.86387017,0.996662299,0.975387423
1980,0.933462734,0.864264945,0.998305623,0.977965701
1990,0.93504092,0.863680678,0.999609265,0.978828186
