Distance from Cente,E2_0min,E2_10min,E2_40min,E2_0min_Up,E2_10min_Up,E2_40min_Up
-700,1.41875355,1.395578106,1.486416616,1.243009734,2.268441926,4.115292229
-690,1.426807758,1.398230676,1.491887428,1.220928471,2.241246459,4.096079163
-680,1.4333181,1.400279102,1.49493627,1.219008127,2.20891407,4.062779337
-670,1.44039277,1.398807445,1.495125939,1.224769158,2.233503305,4.032923852
-660,1.447123918,1.39747644,1.497947698,1.234614279,2.323361662,4.025793919
-650,1.457525042,1.401937037,1.502535228,1.229578082,2.429763928,4.077268182
-640,1.464648781,1.408874939,1.508356639,1.246385121,2.627573182,4.16415086
-630,1.472681592,1.414213747,1.515987719,1.281427359,2.7898017,4.244478793
-620,1.47885846,1.417984928,1.522089693,1.28815125,2.933144476,4.36221877
-610,1.482734735,1.419995595,1.526816829,1.282628246,2.989197356,4.403984282
-600,1.486447068,1.420606976,1.53022993,1.253585065,2.976997167,4.366250571
-590,1.492105483,1.426948915,1.537965836,1.229329302,2.977374882,4.407038812
-580,1.498579595,1.436898413,1.547547983,1.231487672,2.918262512,4.440524014
-570,1.508073686,1.443848901,1.558163307,1.233894822,2.762379603,4.371079751
-560,1.517209972,1.453978698,1.567091776,1.228139168,2.658205855,4.379638125
-550,1.525623699,1.453599849,1.570369484,1.204851641,2.492917847,4.356603178
-540,1.536046591,1.459476408,1.574565855,1.211326753,2.367743154,4.287183457
-530,1.54656651,1.467323359,1.583775694,1.196196654,2.26115203,4.215160376
-520,1.560829222,1.478327276,1.594703397,1.215876144,2.165250236,4.212915497
-510,1.574467716,1.489036673,1.603579055,1.217796488,2.133635505,4.213941855
-500,1.586414253,1.498449049,1.614583256,1.205078915,2.058394712,4.152307672
-490,1.598229381,1.497180346,1.619244898,1.198593051,2.022965061,4.174124098
-480,1.610590825,1.49821337,1.625630265,1.181553362,2.016241737,4.193856477
-470,1.626641032,1.502555026,1.636387603,1.157795158,2.064740321,4.216192217
-460,1.643069513,1.508258838,1.648158587,1.152028751,2.085552408,4.25619535
-450,1.661047104,1.516465443,1.661847779,1.137131303,2.160679887,4.373854911
-440,1.680224378,1.525085823,1.679348542,1.11358962,2.233729934,4.428705369
-430,1.702038407,1.533651453,1.693600428,1.11070104,2.293559962,4.521289539
-420,1.728423105,1.544834096,1.710789265,1.128930864,2.347308782,4.629067245
-410,1.755824938,1.560101005,1.727146916,1.14836695,2.424664778,4.695067166
-400,1.785525548,1.575365082,1.746126664,1.172130531,2.439962229,4.686187125
-390,1.815756016,1.595669042,1.765379697,1.210294,2.426364495,4.668241668
-380,1.843707804,1.610350372,1.780966067,1.210299376,2.476525024,4.712344747
-370,1.87210702,1.623058165,1.798687816,1.216541837,2.493371105,4.663368886
-360,1.900755845,1.641255487,1.818944923,1.249917888,2.477242682,4.654049947
-350,1.926441882,1.655583141,1.832643891,1.252076259,2.441661945,4.58561977
-340,1.955795195,1.675574959,1.850391108,1.267206357,2.400415486,4.549994648
-330,1.985186452,1.694976479,1.869053526,1.315447598,2.496468366,4.625969113
-320,2.01361921,1.712589166,1.893438523,1.321690059,2.54217186,4.695895876
-310,2.041014736,1.738327591,1.918058789,1.329847487,2.644268178,4.74855733
-300,2.070875379,1.766083605,1.943631,1.352902363,2.679848914,4.80685213
-290,2.102868976,1.794929595,1.969352298,1.382421598,2.678300283,4.835866634
-280,2.128395574,1.825315209,1.991615259,1.389383515,2.668668555,4.811861203
-270,2.155430863,1.854121553,2.018368563,1.42034704,2.668479698,4.809752614
-260,2.176989973,1.879921335,2.042098574,1.435720542,2.668970727,4.771913944
-250,2.198810411,1.899053822,2.058141254,1.436439999,2.638375826,4.718801321
-240,2.218082405,1.927668539,2.077340805,1.435958569,2.571860246,4.601785094
-230,2.232969483,1.952002014,2.095860162,1.425648147,2.567743154,4.548684743
-220,2.239539254,1.970034455,2.107483193,1.408841108,2.557469311,4.501205467
-210,2.244171068,1.989014333,2.118728111,1.407905129,2.489745042,4.429652616
-200,2.244151968,2.004678026,2.129499663,1.410539554,2.521359773,4.43775982
-190,2.239927744,2.01271031,2.134870052,1.406460839,2.523777148,4.402351405
-180,2.231304904,2.02711474,2.136953492,1.419416438,2.570273843,4.433678934
-170,2.220984428,2.037674989,2.136554236,1.446290496,2.610651558,4.463856085
-160,2.205229189,2.047910511,2.136123869,1.443407293,2.661340888,4.468450804
-150,2.187292779,2.055052627,2.127476383,1.417490718,2.749348442,4.455848357
-140,2.162913938,2.056160224,2.116335698,1.38268113,2.684721435,4.420520359
-130,2.132570343,2.05440915,2.104116349,1.334921319,2.635203022,4.268200676
-120,2.099969375,2.053619672,2.093939145,1.313078083,2.621945231,4.171906372
-110,2.064427879,2.047512783,2.074068654,1.298191387,2.569027384,4.028305897
-100,2.028537718,2.037174683,2.05737864,1.272253307,2.467610954,3.93671127
-90,1.993582631,2.02938972,2.039981033,1.257393494,2.386628895,3.813257529
-80,1.961108243,2.018064536,2.021076862,1.23556101,2.322719547,3.686198614
-70,1.924447722,1.998190085,1.9948207,1.261726364,2.254844193,3.592346836
-60,1.893044859,1.983536445,1.978187448,1.262921874,2.250009443,3.558539967
-50,1.859341178,1.965714196,1.958116298,1.263890111,2.233729934,3.524986619
-40,1.833558248,1.948661286,1.939553076,1.276142382,2.184400378,3.472393311
-30,1.81490542,1.940179985,1.928932245,1.296557458,2.149877243,3.452617329
-20,1.803648526,1.936468904,1.92404763,1.283358456,2.161397545,3.366056318
-10,1.798697644,1.934454146,1.915323763,1.280480628,2.18319169,3.346935941
0,1.794382354,1.922854266,1.904141965,1.274486947,2.167176582,3.339218548
10,1.795753003,1.920754551,1.902008846,1.249998534,2.054655335,3.231545802
20,1.798157916,1.916445619,1.89900455,1.222161616,1.949952786,3.215041057
30,1.809721375,1.921875993,1.905577211,1.189277747,1.943078376,3.229220506
40,1.828549012,1.93108447,1.913863355,1.192393602,1.934806421,3.252533518
50,1.852603206,1.946566605,1.925873435,1.240878246,2.041208687,3.343460268
60,1.877655736,1.959146961,1.942942775,1.265853465,2.130915958,3.494673177
70,1.90439348,1.966604364,1.960238676,1.31672913,2.24075543,3.684646153
80,1.934612747,1.981755794,1.981098047,1.372402966,2.275316336,3.808297542
90,1.968469681,2.003014742,2.007141047,1.40072669,2.410273843,4.039528988
100,2.004604712,2.033114331,2.034118574,1.453522699,2.579036827,4.252561455
110,2.037171792,2.046571955,2.055122287,1.486390438,2.649707271,4.375025652
120,2.072864436,2.058589387,2.073801703,1.501261004,2.739263456,4.530016841
130,2.106632779,2.060083384,2.087259214,1.494553243,2.778583569,4.619008107
140,2.139397061,2.062023253,2.097581066,1.534875082,2.823267233,4.718666336
150,2.168306062,2.061817781,2.107574721,1.543497811,2.833201133,4.763900732
160,2.191725003,2.060641903,2.115084546,1.553570207,2.91720491,4.876804741
170,2.206834761,2.058090968,2.1163771,1.582851415,2.964948064,4.975621989
180,2.217671394,2.036667768,2.107871188,1.601557292,2.978356941,4.979263978
190,2.227790714,2.015663693,2.100863587,1.614031461,3.04917847,5.029519719
200,2.232502695,1.992966442,2.088645537,1.622205018,3.065004721,5.01840707
210,2.234910185,1.968258523,2.077726954,1.642122534,3.109688385,5.018351196
220,2.233553742,1.949347241,2.065408209,1.667795706,3.1296695,5.100836804
230,2.22470398,1.922237536,2.054523633,1.677408176,3.093220019,5.124013525
240,2.209711495,1.899861236,2.03924902,1.661320594,3.000604344,5.086972233
250,2.192186172,1.871790878,2.024829461,1.638276471,2.854919736,5.009915536
260,2.175205069,1.845064741,2.00978453,1.639233954,2.783607177,5.006081383
270,2.157304396,1.827384717,1.99697911,1.599393545,2.74523135,4.978668425
280,2.136501944,1.80324224,1.978545809,1.561727635,2.67871577,4.936500829
290,2.110064155,1.783202593,1.960284315,1.530758734,2.820509915,4.997708385
300,2.085475868,1.763018518,1.942307756,1.489966217,2.768309726,4.97849532
310,2.059297514,1.745232139,1.925290034,1.508698976,2.768460812,4.931121004
320,2.030762329,1.726523182,1.90793619,1.511560674,2.861038716,5.028899623
330,2.001314969,1.704478218,1.889252539,1.529795874,2.959660057,5.042169946
340,1.974182664,1.693642643,1.876692096,1.558363001,3.096090652,5.152377906
350,1.945919035,1.681281603,1.857338551,1.602774308,3.167743154,5.213424629
360,1.920228719,1.667576659,1.83846924,1.6174176,3.078526912,5.181380139
370,1.897724441,1.656608927,1.823498215,1.635912332,3.106553352,5.19310479
380,1.872142602,1.643591511,1.805806795,1.62294598,3.047856468,5.20836647
390,1.845039716,1.629288085,1.787571792,1.64526527,3.078149197,5.224364173
400,1.822174765,1.617524268,1.770541511,1.669732178,2.95769594,5.186216107
410,1.800146685,1.606337849,1.756127821,1.67813301,2.948970727,5.166588687
420,1.776877011,1.590182974,1.738923984,1.662061557,2.828857413,5.117291158
430,1.757052765,1.575757776,1.724501835,1.671906678,2.780358829,5.132058067
440,1.734733972,1.561309608,1.710334383,1.660395369,2.845023607,5.144475137
450,1.716405387,1.550066236,1.69786388,1.635906955,2.83898017,5.082804141
460,1.700489737,1.541230629,1.684538845,1.612868208,2.817148253,5.024682445
470,1.681857613,1.53217602,1.671128866,1.616470869,2.818016997,4.993225415
480,1.66790701,1.52356445,1.662089347,1.625337001,2.84789424,4.948522604
490,1.653266484,1.51231447,1.650783123,1.654845483,2.884457035,4.928653934
500,1.635874598,1.50645207,1.641700639,1.630119043,2.864022663,4.893937938
510,1.6186604,1.501366247,1.632926729,1.5895538,2.79720491,4.871039281
520,1.606725434,1.495806233,1.624037571,1.554511561,2.712521246,4.825415073
530,1.590066232,1.48745111,1.617544573,1.513697539,2.705949008,4.819021162
540,1.574468046,1.480645994,1.6109538,1.471211952,2.685023607,4.824191068
550,1.561043648,1.46976259,1.599703044,1.418653971,2.626213409,4.751889923
560,1.544795522,1.460915656,1.586740554,1.376882465,2.55592068,4.720420621
570,1.529146778,1.451564009,1.574188946,1.356943442,2.551463645,4.72242425
580,1.516286754,1.442838218,1.565356606,1.342310903,2.556449481,4.77208026
590,1.505702979,1.430475291,1.554537386,1.323107467,2.606458924,4.820468662
600,1.492581897,1.418704552,1.542001334,1.305580971,2.640982059,4.85567943
610,1.480697892,1.409721685,1.528865231,1.286610185,2.696657224,4.806771713
620,1.471852352,1.402232501,1.520715503,1.297878091,2.699754485,4.813141082
630,1.459444361,1.394024952,1.51148551,1.309162126,2.663644948,4.823783502
640,1.450651195,1.387340036,1.502816872,1.33363441,2.755089707,4.871411339
650,1.439427977,1.378101981,1.491403834,1.364359908,2.793767705,4.876766622
660,1.432152732,1.376229449,1.486095043,1.363142892,2.877129367,4.93764024
670,1.423769957,1.372549205,1.480219276,1.387625929,2.884154863,4.956012324
680,1.415091461,1.376231966,1.478197286,1.351150153,2.811784703,4.854121487
690,1.41089315,1.381628357,1.479746556,1.297158634,2.786175637,4.830728058
700,1.405440452,1.386071962,1.481485245,1.297396661,2.786326723,4.904859728
710,1.399583356,1.39034345,1.480456769,1.31275941,2.866931067,4.922885602
720,1.394371978,1.389055553,1.480911558,1.308929476,2.853559962,4.904340413
730,1.391225508,1.393906326,1.484223873,1.289731416,2.813371105,4.868195977
740,1.386364362,1.39581819,1.485609998,1.257810407,2.748064212,4.847059699
750,1.382053351,1.391639842,1.47997167,1.261651095,2.708215297,4.788925732
760,1.376796008,1.386577618,1.474454497,1.277246494,2.815826251,4.815763502
770,1.372169146,1.381726216,1.470832867,1.279897047,2.926458924,4.835459067
780,1.36527279,1.371030349,1.460847809,1.272448323,2.913050047,4.786483205
790,1.360213858,1.363917182,1.454493113,1.266454642,2.809593957,4.711405595
800,1.356111858,1.362407451,1.450652541,1.248700872,2.761926346,4.624003603
810,1.350111871,1.357057944,1.447218582,1.219187014,2.658621341,4.506987376
820,1.344452203,1.351782697,1.440591622,1.202634131,2.573559962,4.400650383
830,1.339889868,1.348572552,1.435317962,1.186562678,2.518375826,4.303032597
840,1.334896821,1.346621671,1.431523139,1.159672491,2.400944287,4.179071814
850,1.329814587,1.342979185,1.429667018,1.158233577,2.200075543,4.026096526
860,1.323674755,1.345715769,1.425119969,1.147923155,2.116713881,3.949683163
870,1.315575792,1.342381964,1.41924209,1.135930416,2.09884797,3.812464328
880,1.306681184,1.332906027,1.411331799,1.159466722,2.131142587,3.743261315
890,1.29768053,1.317705197,1.395366909,1.172898375,2.144249292,3.76815133
900,1.29014138,1.312033794,1.385315813,1.18225669,2.206572238,3.713369016
910,1.281971985,1.304748195,1.375742931,1.194985015,2.203135033,3.686197308
920,1.273974361,1.291870487,1.36616712,1.200502642,2.222738432,3.692888343
930,1.26582857,1.281488963,1.355415789,1.237232574,2.235429651,3.719206799
940,1.259880439,1.269444785,1.344967414,1.248273206,2.211369216,3.656546259
950,1.251749347,1.255562058,1.335010857,1.239396321,2.126307838,3.570906646
960,1.243867806,1.244946744,1.325715745,1.206523205,2.102813975,3.527515045
970,1.234818455,1.237074307,1.320540019,1.186611065,2.112445703,3.524967559
980,1.229448501,1.236074952,1.319054652,1.15830347,2.035316336,3.467433323
990,1.222815904,1.233586319,1.315252619,1.13453989,1.939603399,3.366278508
1000,1.217391683,1.232975567,1.311617182,1.120378028,1.868101983,3.257060091
1010,1.215172658,1.232981231,1.308374742,1.126144435,1.795694051,3.177375491
1020,1.209821983,1.230197133,1.304891946,1.084372929,1.813333333,3.118066605
1030,1.206026458,1.227155331,1.29978746,1.090853417,1.7898017,3.116050704
1040,1.201600585,1.227484149,1.298702517,1.069020933,1.780698772,3.118561376
1050,1.195875704,1.229049889,1.297212109,1.029413173,1.747497639,3.025377475
1060,1.189143648,1.226132691,1.292211892,1.014293828,1.721888574,2.982666023
1070,1.182424935,1.216763109,1.283478861,0.991011677,1.673956563,2.898201329
1080,1.177613899,1.203349538,1.274014371,0.976130359,1.723097262,2.874035065
1090,1.173022953,1.191437202,1.265037101,0.952848208,1.71210576,2.865903317
1100,1.167538305,1.186723934,1.262578568,0.924767887,1.68687441,2.82975888
1110,1.16166949,1.183405547,1.259731818,0.891397212,1.715769594,2.857598465
1120,1.158361644,1.177633454,1.254958821,0.871230916,1.732917847,2.786057884
1130,1.153322497,1.174417331,1.250310135,0.858026538,1.751954674,2.827730708
1140,1.150820288,1.168920564,1.245052133,0.857799264,1.73529745,2.83602329
1150,1.147963208,1.168399176,1.241844882,0.871717723,1.768989613,2.8388679
1160,1.145980986,1.16900269,1.237750499,0.878906914,1.744249292,2.861086409
1170,1.142103938,1.168026935,1.233152864,0.889947546,1.786402266,2.898152243
1180,1.139833133,1.164565378,1.22940615,0.907712069,1.842606232,2.939998172
1190,1.133062685,1.159593776,1.224985876,0.932438509,1.858243626,2.978665553
1200,1.125666483,1.155548528,1.221044487,0.941061238,1.886949953,2.998880432
1210,1.118300069,1.154499772,1.218326885,0.960275427,1.880642115,3.008935392
1220,1.112416927,1.150822989,1.215165791,0.997238009,1.913805477,2.987811386
1230,1.106828182,1.155334246,1.214630824,0.992677865,1.94319169,3.016423806
1240,1.102883581,1.154518022,1.21389237,0.998920326,1.957280453,3.04117753
1250,1.100850309,1.160294835,1.218496363,1.031079361,1.967365439,3.047546899
1260,1.100246949,1.159798933,1.215770676,1.046907411,1.944324835,3.004272529
1270,1.09830656,1.160135303,1.213221839,1.065147987,1.987459868,3.036892208
1280,1.096023365,1.164967512,1.212091875,1.097317775,1.993805477,3.073048916
1290,1.094233843,1.165988263,1.214734126,1.117949372,2.020094429,3.130341902
1300,1.092372758,1.164963421,1.214156796,1.144585403,2.104475921,3.259002363
1310,1.089069415,1.161168641,1.212642215,1.13785076,2.173220019,3.276440778
1320,1.085798157,1.153689841,1.207948553,1.116970383,2.20075543,3.32708633
1330,1.082663988,1.144998348,1.201955992,1.096804087,2.163777148,3.310971397
1340,1.078522464,1.140849578,1.197174093,1.087916449,2.125136922,3.307941411
1350,1.074141828,1.141002502,1.19741957,1.070644109,2.098999056,3.266843775
1360,1.075141968,1.143031104,1.196188061,1.051451426,2.055864023,3.226414015
1370,1.074190179,1.141277198,1.195143916,1.036808134,2.03108593,3.185984256
1380,1.072475906,1.137090669,1.1921729,1.029613566,1.936581681,3.103801256
1390,1.071836955,1.133721622,1.190737234,0.994327924,1.875542965,3.03041788
1400,1.070486123,1.126367112,1.18788744,0.961211405,1.711539188,2.886254488
1410,1.067384935,1.119606677,1.182935221,0.929761074,1.654466478,2.854290414
1420,1.063080276,1.114185114,1.178526744,0.892079035,1.598451369,2.750717615
1430,1.059307278,1.106291279,1.173444139,0.870722604,1.488800755,2.650657302
1440,1.0558217,1.100228442,1.167003817,0.862797827,1.454239849,2.56561742
1450,1.050698913,1.089935338,1.15835237,0.823914901,1.363021719,2.467573008
1460,1.048075579,1.082876607,1.153668383,0.789116065,1.291331445,2.386806177
1470,1.043690529,1.077592234,1.14775367,0.765833915,1.23667611,2.289602747
1480,1.041438254,1.079545948,1.145024157,0.728633306,1.220547686,2.268639574
1490,1.039962198,1.081258004,1.14564476,0.69215753,1.223644948,2.226527852
1500,1.037694463,1.086329038,1.145391153,0.666965789,1.236713881,2.177205781
1510,1.037830005,1.089419927,1.145531178,0.649688072,1.263833805,2.205781387
1520,1.036923094,1.090514309,1.143818729,0.657607474,1.334126534,2.234103471
1530,1.034148746,1.09072513,1.144123762,0.65112161,1.385344665,2.28079764
