1	-0.000142	0.009065	A0_I
2	-0.000800	0.007521	A45_I
3	0.002591	0.006885	A90_I
4	0.000094	0.008878	B0_I
5	-0.003072	0.006987	B45_I
6	-0.001909	0.007593	B90_I
7	0.002166	0.009121	C0_I
8	0.001856	0.006487	C45_I
9	0.003984	0.007483	C90_I
10	0.002599	0.009278	D0_I
11	-0.005568	0.006827	D45_I
12	-0.001799	0.006755	D90_I
