Position,E2_0min_1,E2_0min_2,E2_40min_1,E2_40min_2
-420,0.881748632,0.965650143,4.312250779,3.77300926
-410,0.902398483,0.983708561,4.382979649,3.853638556
-400,0.9416332,1.019825397,4.482442122,3.937581385
-390,0.960218065,1.046437803,4.568642932,3.993911441
-380,0.987062872,1.072099765,4.622794723,4.033673834
-370,0.993257827,1.085405968,4.608427922,4.043614432
-360,0.989127857,1.092059069,4.589640566,4.057973074
-350,0.980867916,1.087306854,4.569748071,4.069018183
-340,1.013907678,1.08920774,4.596271397,4.087794868
-330,1.07172726,1.112018373,4.615058753,4.107676065
-320,1.129546843,1.137680336,4.627215278,4.129766283
-310,1.154326664,1.151936982,4.640476941,4.146333946
-300,1.174976514,1.159540526,4.630530694,4.183887317
-290,1.201821321,1.161441412,4.638266664,4.245739928
-280,1.236926067,1.169044957,4.641582079,4.300965474
-270,1.290615679,1.177598944,4.671420821,4.331891779
-260,1.333980366,1.194706919,4.692418455,4.327473735
-250,1.385604993,1.22607154,4.699049286,4.327473735
-240,1.410384814,1.233675084,4.671420821,4.314219604
-230,1.42483971,1.232724641,4.637161525,4.281084277
-220,1.406254844,1.210864451,4.589640566,4.228067754
-210,1.383540008,1.200409577,4.564222378,4.168424165
-200,1.350500247,1.192806033,4.50012434,4.09000389
-190,1.31126553,1.196607805,4.445972549,4.039196388
-180,1.251380963,1.207062679,4.3586666,3.981761821
-170,1.208016276,1.212765337,4.316671334,3.960776114
-160,1.1770415,1.212765337,4.268045236,3.916595678
-150,1.172911529,1.198508691,4.217208861,3.862474643
-140,1.158456634,1.175698058,4.110010417,3.765277683
-130,1.144001738,1.152887425,3.986234895,3.641572462
-120,1.131611828,1.138630779,3.867985066,3.514553707
-110,1.119221917,1.132928121,3.790625365,3.409625171
-100,1.092377111,1.1015635,3.703319416,3.331204897
-90,1.06759729,1.058793562,3.641431655,3.260516199
-80,1.055207379,1.019825397,3.572913063,3.180991413
-70,1.069662275,1.003667865,3.516550994,3.11582527
-60,1.06759729,0.996064321,3.451347818,3.07937641
-50,1.069662275,0.996064321,3.376198393,3.05507717
-40,1.082052186,0.997014764,3.302154108,3.016419288
-30,1.113026962,0.990361662,3.220373852,2.935789992
-20,1.135741798,0.963749257,3.155170675,2.837488521
-10,1.139871768,0.932384636,3.082231528,2.723723898
0,1.131611828,0.910524446,3.020343767,2.635363025
10,1.133676813,0.901020015,2.996030718,2.593391611
20,1.137806783,0.900069572,3.02586946,2.598914165
30,1.154326664,0.903871344,3.067864727,2.636467536
40,1.164651589,0.920028876,3.1043343,2.69058857
50,1.18530144,0.935235965,3.137488458,2.740291561
60,1.234861082,0.968501472,3.232530377,2.819816347
70,1.29474565,1.017924511,3.354095622,2.943521568
80,1.362890157,1.071149322,3.505499609,3.112511737
90,1.404189859,1.121522804,3.643641932,3.281501906
100,1.443424576,1.161441412,3.807202444,3.430610878
110,1.451684516,1.208013122,3.967447539,3.569779253
120,1.459944457,1.24793173,4.14758513,3.699007029
130,1.472334367,1.297354769,4.33545869,3.862474643
140,1.501244158,1.336322934,4.512280864,4.042509921
150,1.53841389,1.376241542,4.694628732,4.23579933
160,1.556998756,1.399052176,4.855978966,4.412521075
170,1.567323681,1.432317683,5.00185726,4.52849472
180,1.559063741,1.457979645,5.102424872,4.6378413
190,1.573518636,1.477938949,5.193046236,4.720679618
200,1.575583621,1.484592051,5.265985383,4.802413425
210,1.569388666,1.495997367,5.3466605,4.879729189
220,1.511569084,1.493146038,5.364342717,4.891878809
230,1.437229621,1.470335405,5.373183826,4.875311145
240,1.352565232,1.436119455,5.333398837,4.793577338
250,1.300940605,1.402853948,5.293613848,4.731724727
260,1.286485709,1.382894644,5.241672334,4.66214054
270,1.288550694,1.345827365,5.199677068,4.598078908
280,1.31126553,1.323967174,5.170943464,4.562734559
290,1.325720426,1.29450344,5.131158475,4.541748851
300,1.371150098,1.292602554,5.130053336,4.570466135
310,1.389734964,1.281197237,5.125632782,4.588138309
320,1.41657977,1.281197237,5.149945831,4.630109724
330,1.42896968,1.276445022,5.169838326,4.673185649
340,1.445489561,1.291652111,5.18199485,4.685335269
350,1.459944457,1.312561858,5.214043869,4.68643978
360,1.472334367,1.329669833,5.219569562,4.664349562
370,1.509504099,1.341075149,5.229515809,4.663245051
380,1.573518636,1.371489327,5.23725178,4.68643978
390,1.633403204,1.414259265,5.246092888,4.712948042
400,1.685027831,1.445623885,5.270405937,4.746083369
410,1.716002607,1.459880531,5.273721353,4.754919456
420,1.728392518,1.466533633,5.285877878,4.769278098
430,1.728392518,1.474137177,5.288088155,4.784741251
440,1.685027831,1.458930088,5.247198027,4.762651033
450,1.670572935,1.437069898,5.178679434,4.704111955
460,1.608623383,1.392399074,5.06485016,4.581511244
470,1.556998756,1.36293534,4.985280181,4.467746621
480,1.497114188,1.327768947,4.906815341,4.363922595
490,1.464074427,1.314462744,4.846032719,4.285502321
500,1.443424576,1.291652111,4.794091205,4.22364971
510,1.42070974,1.281197237,4.744359968,4.173946719
520,1.400059889,1.266940591,4.725572612,4.13860237
530,1.383540008,1.242229072,4.67252596,4.09000389
540,1.336045351,1.194706919,4.618374169,4.034778345
550,1.30300559,1.146234323,4.56311724,4.003852039
560,1.263770873,1.118671475,4.550960715,3.987284376
570,1.255510933,1.122473247,4.581904596,4.002747529
580,1.247250993,1.144333437,4.592955981,4.032569323
590,1.261705888,1.168094514,4.60179709,4.061286607
600,1.288550694,1.19185559,4.588535427,4.082272314
610,1.300940605,1.211814894,4.60179709,4.081167803
620,1.323655441,1.253634388,4.636056386,4.109885087
630,1.338110336,1.292602554,4.655948881,4.128661772
640,1.371150098,1.331570719,4.690208177,4.13860237
650,1.395929919,1.355331795,4.726677751,4.166215143
660,1.426904695,1.386696416,4.776408987,4.234694819
670,1.447554546,1.39429996,4.796301482,4.312010583
680,1.441359591,1.393349517,4.806247729,4.387117324
690,1.410384814,1.380993758,4.823929947,4.416939119
700,1.364955143,1.375291099,4.83719161,4.429088739
710,1.338110336,1.361984897,4.806247729,4.391535368
720,1.319525471,1.341075149,4.769778156,4.348459443
730,1.3153955,1.327768947,4.723362335,4.288815854
740,1.317460486,1.319214959,4.707890395,4.251262483
750,1.336045351,1.31636363,4.713416088,4.23579933
760,1.348435262,1.312561858,4.74325483,4.242426395
770,1.336045351,1.313512301,4.746570245,4.231381286
780,1.280290754,1.285949452,4.684682484,4.208186557
790,1.236926067,1.250783059,4.591850843,4.180573785
800,1.187366425,1.198508691,4.475811291,4.141915903
810,1.152261679,1.173797172,4.356456323,4.057973074
820,1.121286902,1.144333437,4.245942464,3.934267852
830,1.094442096,1.130076791,4.153110822,3.808353609
840,1.077922215,1.107266158,4.073540844,3.683543876
850,1.053142394,1.094910398,3.964132124,3.577510829
860,1.051077409,1.087306854,3.859143957,3.483627402
870,1.05933735,1.094910398,3.774048286,3.426192835
880,1.07172726,1.114869702,3.711055386,3.406311639
890,1.092377111,1.134829007,3.652483041,3.38422142
900,1.092377111,1.137680336,3.568492508,3.344459028
910,1.084117171,1.127225462,3.460188926,3.279292884
920,1.055207379,1.106315715,3.329782573,3.206395164
930,1.051077409,1.088257297,3.241371485,3.163319239
940,1.06759729,1.07685198,3.185009417,3.104780161
950,1.082052186,1.063545778,3.166222061,3.046241083
960,1.090312126,1.060694448,3.136383319,2.964507276
970,1.086182156,1.039784701,3.123121656,2.901550154
980,1.07585723,1.024577612,3.11207027,2.880564447
990,1.07585723,0.99891565,3.09659833,2.87283287
1000,1.0799872,0.983708561,3.067864727,2.87283287
1010,1.094442096,0.962798814,3.026974599,2.844115587
1020,1.092377111,0.950443054,3.000451273,2.809875748
1030,1.06346732,0.931434193,2.970612531,2.756859225
1040,1.036622514,0.8962678,2.927512126,2.683961505
1050,0.982932901,0.835439445,2.851257563,2.611063785
1060,0.9416332,0.776511975,2.778318416,2.530434489
1070,0.873488692,0.735642924,2.731902595,2.468581878
1080,0.83218899,0.710931404,2.704274131,2.402311224
1090,0.795019258,0.688120771,2.678855943,2.355921766
1100,0.774369408,0.678616341,2.655648033,2.345981167
1110,0.747524601,0.677665898,2.632440122,2.353712744
1120,0.708289885,0.680517227,2.612547628,2.379116495
1130,0.687640034,0.678616341,2.582708886,2.382430027
1140,0.691770004,0.683368556,2.555080421,2.382430027
1150,0.708289885,0.704278303,2.558395837,2.379116495
1160,0.743394631,0.738494253,2.576078054,2.390161604
1170,0.772304423,0.779363304,2.626914429,2.42219242
1180,0.817734094,0.816430583,2.671119973,2.463059324
1190,0.844578901,0.847795204,2.717535794,2.503926227
1200,0.867293737,0.872506724,2.74405912,2.544793131
1210,0.900333498,0.910524446,2.783844109,2.5922871
1220,0.94989314,0.956145712,2.834680484,2.659662265
1230,0.999452782,0.997965207,2.896568245,2.731455474
1240,1.026297588,1.018874954,2.933037819,2.781158465
1250,1.028362573,1.024577612,2.951825175,2.793308085
1260,1.028362573,1.019825397,2.962876561,2.771217867
1270,1.040752484,1.018874954,2.997135857,2.788890041
1280,1.090312126,1.04263603,3.071180143,2.845220098
1290,1.164651589,1.077802423,3.179483724,2.947939612
1300,1.212146246,1.119621918,3.278946198,3.03077793
1310,1.216276216,1.130076791,3.319836325,3.084898964
1320,1.162586604,1.119621918,3.296628415,3.092630541
1330,1.125416872,1.092059069,3.249107456,3.061704235
1340,1.073792245,1.054041347,3.193850526,2.992120048
1350,1.051077409,1.015073182,3.136383319,2.922535861
1360,1.015972663,0.980857232,3.094388053,2.84853363
1370,0.976737946,0.951393497,3.064549311,2.770113356
1380,0.920983349,0.925731535,3.035815708,2.66518482
1390,0.871423707,0.8962678,2.98718961,2.562465305
1400,0.838383945,0.869655395,2.948509759,2.485149542
1410,0.830124005,0.850646533,2.903199077,2.419983398
1420,0.821864065,0.826885457,2.839101039,2.366966875
1430,0.801214214,0.798372165,2.73632315,2.271978937
1440,0.735134691,0.738494253,2.612547628,2.158214313
1450,0.652535287,0.675765011,2.471089888,2.024568493
1460,0.586455765,0.61303577,2.338473257,1.906385826
1470,0.553416003,0.581671149,2.224643982,1.818024954
1480,0.545156063,0.554108301,2.15612539,1.75285881
1490,0.543091078,0.534148996,2.103078737,1.738500168
1500,0.541026093,0.520842794,2.080975966,1.74070919
1510,0.526571197,0.523694123,2.072134857,1.76500843
1520,0.526571197,0.527495895,2.072134857,1.787098648
1530,0.534831138,0.529396781,2.076555411,1.827965552
1540,0.565805914,0.527495895,2.08539652,1.879877564
1550,0.58439078,0.531297667,2.109709569,1.925162512
1560,0.58852075,0.537000326,2.131812341,1.977074524
1570,0.582325795,0.548405642,2.174912746,2.042240668
1580,0.572000869,0.568364946,2.243431338,2.122869964
1590,0.580260809,0.586423364,2.316370485,2.182513553
1600,0.598845675,0.604481782,2.366101722,2.211230837
1610,0.615365556,0.617787985,2.400361018,2.226693989
1620,0.636015407,0.643449948,2.450092255,2.258724806
1630,0.671120153,0.676715455,2.5086646,2.31284584
1640,0.71861481,0.716634063,2.56392153,2.357026276
1650,0.755784542,0.746097797,2.59486541,2.365862364
1660,0.764044482,0.753701342,2.612547628,2.358130787
1670,0.784694333,0.748949127,2.607021935,2.360339809
1680,0.799149229,0.744196911,2.59486541,2.374698451
1690,0.807409169,0.752750899,2.567236945,2.378011984
1700,0.790889288,0.763205772,2.548449589,2.374698451
1710,0.780564363,0.770809317,2.545134174,2.384639049
1720,0.786759318,0.772710203,2.536293065,2.380221006
1730,0.795019258,0.770809317,2.507559461,2.371384918
1740,0.799149229,0.766057102,2.452302532,2.345981167
1750,0.782629348,0.756552671,2.420253513,2.3492947
1760,0.761979497,0.747048241,2.400361018,2.357026276
1770,0.737199676,0.72518805,2.367206861,2.344876656
1780,0.712419855,0.698575645,2.310844792,2.306218775
1790,0.685575049,0.671012796,2.248957031,2.268665404
1800,0.666990183,0.652954378,2.210277181,2.257620295
1810,0.662860213,0.640598618,2.174912746,2.253202251
1820,0.675250123,0.643449948,2.140653449,2.236634588
1830,0.666990183,0.648202163,2.109709569,2.205708282
1840,0.656665258,0.654855264,2.105289015,2.176990999
1850,0.633950422,0.638697732,2.098658183,2.131706051
1860,0.627755466,0.624441087,2.08539652,2.083107571
1870,0.625690481,0.609233998,2.044506392,2.023463982
1880,0.619495526,0.599729567,2.017983066,1.973760992
1890,0.617430541,0.596878238,1.985934047,1.927371533
1900,0.611235586,0.595927795,1.967146691,1.903072293
1910,0.623625496,0.603531339,1.946149058,1.883191097
1920,0.652535287,0.605432225,1.958305582,1.882086586
1930,0.689705019,0.626341973,1.998090571,1.916326424
1940,0.728939736,0.648202163,2.064398887,1.97155197
1950,0.747524601,0.66911191,2.110814708,2.013523384
1960,0.757849527,0.674814568,2.129602064,2.03230007
1970,0.766109467,0.679566784,2.139548311,2.06874893
1980,0.782629348,0.700476531,2.159440806,2.111824855
1990,0.805344184,0.722336721,2.1793333,2.136124095
